listing_id,area_sqft,bedrooms,age_years,location,lot_size,price
1092,1829.9,2,12,Rural,2929.6,335084.96
1093,1951.8,4,76,Suburb,2495.5,346973.07
1094,1733.4,4,71,Downtown,5037.9,372550.14
1095,2488.7,4,10,Rural,4435.1,509708.47
1096,2139.8,1,69,Suburb,5272.2,403300.94
1097,1738.1,3,47,Downtown,2427.2,447587.64
1098,1896.1,1,48,Suburb,5036.9,311666.51
1099,2471.9,5,68,Downtown,6712.0,526405.95
1100,2321.1,1,35,Suburb,3944.8,427333.76
1101,2608.9,1,8,Rural,4266.4,468991.59
1102,1771.6,6,76,Downtown,2558.4,381748.02
1103,1936.7,3,59,Suburb,4368.6,417842.39
1104,3055.7,6,6,Suburb,5935.6,685313.32
1105,1833.4,1,65,Downtown,5141.1,368134.44
1106,2859.0,5,79,Suburb,5331.8,520500.06
1107,2360.6,4,19,Downtown,4987.6,544527.71
1108,1601.9,6,17,Rural,3039.3,312138.61
1109,1024.2,3,27,Rural,1722.5,186084.47
1110,2237.3,6,76,Suburb,,455634.16
1111,1438.7,6,34,Downtown,3266.8,432955.92
1112,1436.8,3,25,Downtown,2478.2,384545.11
1113,828.0,3,79,Downtown,2348.7,237089.73
1114,2567.2,5,64,Suburb,6101.9,465646.1
1115,1921.3,6,72,Suburb,4492.7,296597.26
1116,1875.7,5,19,Downtown,5175.2,505837.99
1117,2096.0,2,74,Suburb,3227.6,368513.99
1118,2006.0,1,69,Suburb,5623.4,337791.04
1119,1918.0,6,29,Rural,5118.9,434242.11
1120,2169.4,6,22,Suburb,3325.9,446260.14
1121,1697.5,6,70,Suburb,2706.9,318292.21
1122,400.0,6,28,Suburb,512.6,128148.15
1123,2302.0,2,39,Suburb,4610.4,474972.79
1124,2115.6,3,38,Suburb,2983.0,436600.72
1125,1876.2,4,47,Suburb,4999.8,325268.81
1126,2809.1,2,71,Downtown,4770.4,598538.5
1127,1030.8,1,52,Rural,1657.2,150109.17
1128,400.0,3,24,Rural,1138.5,96683.12
1129,2749.3,4,58,Downtown,4838.3,559205.1
1130,2109.6,1,16,Suburb,,456059.46
1131,883.7,5,26,Suburb,1947.0,236249.17
1132,1619.8,3,33,Downtown,3514.4,421732.6
1133,2231.7,3,29,Suburb,3883.0,414164.87
1134,1139.8,6,46,Downtown,2635.6,343264.48
1135,2193.4,3,9,Suburb,3481.8,454095.29
1136,3124.6,2,12,Suburb,7521.3,598642.51
1137,2690.8,3,69,Rural,4741.3,435674.92
1138,1844.3,2,38,Rural,,302187.4
1139,2055.2,5,36,Downtown,3735.5,455497.24
1140,1297.8,3,63,Suburb,2171.0,224272.68
1141,1941.5,2,76,Rural,5116.0,303372.73
1142,1664.8,3,30,Downtown,4272.3,413112.83
1143,1270.5,6,21,Suburb,1779.4,269339.97
1144,1062.7,4,66,Downtown,2992.5,241340.86
1145,3012.8,5,50,Downtown,8065.9,629983.73
1146,1914.1,4,63,Suburb,2624.9,321284.3
1147,1253.7,3,79,Downtown,,271852.78
1148,1611.6,2,34,Suburb,3456.3,305416.35
1149,2748.6,6,55,Downtown,5803.3,601114.62
1150,2828.0,1,23,Downtown,3496.2,600230.55
1151,1496.3,4,71,Suburb,4269.2,307442.12
1152,1979.0,2,32,Downtown,3907.3,461655.58
1153,2393.2,4,74,Downtown,6016.3,508549.07
1154,1656.0,6,26,Rural,3626.5,361351.44
1155,1162.1,4,42,Suburb,3331.4,227182.78
1156,1281.4,5,61,Suburb,2224.4,239655.65
1157,1868.6,3,14,Downtown,4608.2,465900.49
1158,1402.2,2,20,Rural,2486.0,272370.35
1159,1090.3,4,50,Suburb,3129.4,286594.15
1160,1721.5,3,43,Downtown,3011.9,390116.34
1161,2417.0,1,52,Suburb,3083.4,402929.49
1162,2268.5,2,24,Suburb,4706.5,447443.29
1163,1725.6,4,25,Suburb,4259.6,353097.92
1164,2998.1,4,74,Suburb,5799.0,526296.81
1165,1393.6,3,14,Downtown,3548.6,399521.57
1166,1816.6,2,49,Suburb,4611.4,387141.44
1167,1048.1,4,27,Downtown,1682.4,311210.59
1168,2324.6,2,8,Downtown,4481.3,506791.28
1169,1786.7,4,62,Suburb,5326.0,349574.46
1170,859.2,2,53,Rural,1831.1,128486.92
1171,1367.7,6,25,Rural,3802.3,257657.19
1172,2930.6,6,59,Downtown,5618.3,657622.29
1173,2290.7,5,63,Rural,3670.4,423804.41
1174,1926.4,5,26,Downtown,5365.7,505787.06
1175,2375.0,1,29,Downtown,4794.3,487609.57
1176,908.5,6,32,Suburb,1113.7,235298.84
1177,1367.2,1,64,Suburb,3366.6,226418.85
1178,1069.9,3,67,Suburb,2316.5,151369.62
1179,1366.6,3,48,Rural,3668.9,304744.55
1180,1631.4,4,71,Suburb,,251048.88
1181,2174.4,4,75,Suburb,5309.6,370398.34
1182,2458.6,2,76,Suburb,3527.6,417728.79
1183,2441.7,3,18,Downtown,3356.1,506674.78
1184,3457.5,3,27,Suburb,9472.0,674365.24
1185,1564.5,5,61,Downtown,3956.7,363412.39
1186,1846.9,5,50,Suburb,4935.2,378532.64
1187,2160.9,6,35,Downtown,4713.9,524829.14
1188,1364.7,4,13,Suburb,3088.8,313093.21
1189,1686.6,1,16,Suburb,2243.7,332979.6
1190,2100.9,6,54,Suburb,4129.6,426734.8
1191,1331.5,4,13,Downtown,2949.6,376594.44
1192,2137.3,5,73,Suburb,3661.7,429863.86
1193,2586.6,2,19,Rural,3472.9,464891.85
1194,1192.4,4,28,Suburb,3327.4,254767.09
1195,496.1,3,54,Downtown,730.7,155272.81
1196,1905.8,5,36,Downtown,4047.6,468174.32
1197,1236.0,6,67,Suburb,2977.4,253659.2
1198,1958.8,6,50,Rural,4083.7,368697.02
1199,1587.8,1,24,Suburb,4451.1,265251.67
1200,2036.2,1,39,Suburb,3304.1,424397.76
1201,2528.9,2,27,Suburb,7110.7,451311.82
1202,2341.5,5,9,Rural,6446.1,517753.54
1203,1641.2,4,9,Suburb,3579.2,386112.65
1204,1157.5,4,34,Downtown,2258.3,342673.98
1205,400.0,5,42,Downtown,1099.3,190679.42
1206,558.2,4,43,Rural,1161.3,122484.44
1207,1378.2,6,8,Downtown,4040.2,410214.93
1208,1908.6,5,47,Suburb,2802.2,406681.4
1209,1446.9,6,25,Suburb,1992.9,362036.64
1210,1492.9,1,58,Rural,2253.5,268993.83
1211,894.8,6,72,Suburb,2427.0,171318.2
1212,862.3,4,70,Downtown,1708.1,243008.8
1213,816.2,5,41,Rural,1667.6,213096.69
1214,2211.6,2,48,Suburb,5315.5,446070.29
1215,660.2,3,24,Rural,1034.8,105474.87
1216,2240.8,4,69,Suburb,4466.2,427429.14
1217,1297.7,2,60,Suburb,2972.8,240908.82
1218,2152.9,6,74,Suburb,2687.0,429434.45
1219,1973.9,6,0,Downtown,3917.2,456587.93
1220,2278.7,1,47,Rural,5143.9,403032.95
1221,2535.3,5,59,Suburb,4952.3,449883.58
1222,1358.7,4,20,Downtown,2113.9,423416.54
1223,1245.0,5,64,Suburb,1636.6,274160.6
1224,1560.1,6,2,Rural,4534.8,348401.54
1225,1359.0,5,38,Suburb,3578.8,317533.68
1226,2211.3,1,32,Downtown,4856.7,475152.9
1227,1748.1,6,17,Suburb,4387.2,387085.77
1228,1817.3,3,45,Suburb,2254.5,350223.54
1229,2061.0,4,17,Suburb,6181.5,443188.38
1230,1530.0,1,56,Suburb,2766.3,245451.09
1231,2465.2,2,72,Suburb,4933.0,452377.22
1232,713.4,3,8,Downtown,939.7,277528.92
1233,1947.9,1,57,Suburb,3463.6,370522.37
1234,2105.7,1,23,Suburb,2970.7,432398.16
1235,1349.4,2,77,Downtown,2439.4,322952.12
1236,1393.2,5,37,Suburb,,326821.55
1237,2344.7,4,15,Rural,5362.3,492241.86
1238,1614.9,5,3,Suburb,2316.0,380000.94
1239,658.5,3,33,Rural,1820.4,136250.81
1240,999.1,4,50,Rural,2898.4,221585.59
1241,2404.4,2,62,Rural,3456.6,453822.64
1242,1277.6,5,0,Suburb,1876.5,310869.38
1243,2584.3,1,46,Suburb,6755.5,426921.04
1244,2619.3,1,49,Suburb,4716.9,527860.9
1245,1682.0,1,38,Rural,2839.7,312321.95
1246,2125.8,5,24,Downtown,3567.1,560945.38
1247,1307.9,4,10,Suburb,2009.6,329393.81
1248,1560.4,1,48,Downtown,4415.5,346694.43
1249,1383.7,4,75,Rural,3322.9,212833.53
1250,2151.8,4,75,Suburb,3417.8,372293.38
1251,1034.4,6,16,Downtown,3100.9,373675.98
1252,1721.2,1,34,Suburb,3089.4,348448.18
1253,1829.0,5,57,Downtown,4703.4,437097.81
1254,2107.6,6,50,Suburb,,406689.66
1255,532.0,1,48,Suburb,1056.6,80905.73
1256,730.9,4,67,Rural,1762.3,102962.92
1257,1272.7,2,62,Suburb,2173.1,219634.04
1258,1663.9,6,22,Suburb,4182.3,303933.35
1259,1880.2,6,61,Suburb,2943.4,392231.58
1260,1911.4,5,27,Suburb,2735.0,452767.17
1261,2999.9,2,36,Downtown,5645.4,607335.85
1262,2186.5,4,12,Suburb,5398.9,462048.03
1263,2146.2,4,43,Rural,5332.9,403667.99
1264,1504.1,2,73,Downtown,2560.9,292450.91
1265,2262.2,5,6,Suburb,2848.2,504076.27
1266,2207.0,3,40,Suburb,4839.2,405703.4
1267,2194.4,4,60,Downtown,5595.2,467606.16
1268,1726.7,2,5,Suburb,2191.2,367763.8
1269,2165.8,1,22,Rural,3147.4,381104.24
1270,2703.0,4,57,Downtown,5468.1,576437.47
1271,1318.3,3,9,Downtown,2044.4,330704.6
1272,505.2,6,37,Downtown,955.9,240035.93
1273,2281.9,4,3,Downtown,3473.3,517076.48
1274,2230.3,6,67,Rural,5498.2,436762.62
1275,1654.9,4,23,Suburb,4305.4,342637.98
1276,1528.0,2,28,Suburb,4459.6,272088.07
1277,3436.2,1,10,Downtown,4312.0,709691.19
1278,1515.2,5,58,Suburb,2191.2,282304.61
1279,1065.3,6,13,Downtown,2959.9,328180.27
1280,1507.4,4,0,Downtown,3688.3,405799.17
1281,2090.8,4,32,Downtown,,507475.68
1282,1427.1,1,48,Rural,1758.1,247992.79
1283,1559.5,5,27,Suburb,4669.1,360065.23
1284,1973.3,5,61,Downtown,3493.6,443161.14
1285,1535.3,5,21,Suburb,1993.2,306474.73
1286,1866.8,6,4,Downtown,2607.4,488899.31
1287,1765.7,2,14,Rural,2577.1,321063.09
1288,1157.4,3,41,Downtown,2739.3,294478.27
1289,1833.3,1,48,Downtown,3565.7,374984.92
1290,1098.4,6,19,Rural,1917.6,238911.33
1291,2345.8,4,43,Suburb,3520.7,484105.91
1292,1234.2,5,26,Downtown,2095.2,312931.07
1293,1647.9,6,31,Suburb,4376.7,371564.66
1294,706.5,5,65,Downtown,1315.8,253670.81
1295,1523.5,6,15,Rural,,312270.62
1296,1045.0,1,53,Rural,3129.9,126049.73
1297,2678.6,6,62,Downtown,7832.3,582823.15
1298,1717.0,4,73,Downtown,3211.7,372586.4
1299,2100.0,2,8,Suburb,4970.3,432552.43
1300,747.1,4,47,Suburb,1020.5,207760.91
1301,1050.5,6,30,Rural,2341.2,231217.25
1302,1687.3,2,18,Rural,2184.0,327345.66
1303,980.2,1,16,Rural,1591.9,158762.87
1304,2467.9,5,50,Suburb,7141.9,476460.86
1305,1547.9,2,58,Suburb,2224.7,289012.03
1306,1876.6,1,72,Rural,4031.6,267245.71
1307,1967.7,5,42,Suburb,4475.0,439766.26
1308,1697.9,2,48,Suburb,2719.5,305912.5
1309,2247.5,1,72,Rural,6586.1,347889.86
1310,1386.4,6,28,Suburb,,298433.68
1311,2004.1,5,53,Downtown,2685.9,451697.63
1312,2498.3,6,24,Downtown,6450.9,563246.03
1313,1912.8,5,51,Suburb,3931.8,375601.6
1314,1860.2,5,23,Downtown,2815.8,416100.33
1315,1588.5,6,6,Suburb,2924.8,382784.25
1316,1820.3,1,74,Suburb,4013.2,351373.53
1317,2186.6,6,0,Downtown,4578.0,504754.3
1318,1640.2,5,75,Rural,3266.1,335860.35
1319,787.8,5,51,Suburb,952.0,183107.94
1320,1882.7,6,54,Rural,2596.5,387077.48
1321,1696.7,2,62,Rural,3306.9,246490.57
1322,2063.5,5,70,Downtown,6101.6,514551.21
1323,1808.9,1,68,Downtown,2731.3,337379.39
1324,2717.8,3,61,Rural,,468694.41
1325,1072.5,1,79,Suburb,2167.1,207118.3
1326,1210.3,3,13,Downtown,2125.5,297602.25
1327,2171.4,2,70,Suburb,6045.7,318227.69
1328,1175.7,4,63,Suburb,3011.5,231407.97
1329,1977.5,2,44,Suburb,4834.3,349713.52
1330,1774.9,2,69,Downtown,2575.6,345104.52
1331,622.4,6,54,Suburb,1160.5,140744.01
1332,2178.8,3,50,Rural,5719.7,343326.13
1333,2594.3,6,28,Suburb,5733.1,582761.18
1334,1906.4,1,5,Suburb,2782.3,414643.23
1335,956.4,1,78,Rural,,76835.58
1336,2249.4,1,13,Suburb,6418.6,432686.63
1337,1168.7,3,77,Rural,3009.0,164825.13
1338,1712.1,4,11,Rural,3888.6,377051.26
1339,2027.5,5,56,Downtown,3033.1,441861.86
1340,1323.2,4,65,Suburb,2427.7,302796.75
1341,784.2,3,18,Downtown,1567.4,251458.15
1342,1699.1,4,52,Downtown,3787.5,375689.14
1343,1757.3,4,45,Suburb,3814.9,351729.77
1344,1279.1,1,42,Downtown,1866.6,278682.13
1345,1322.4,6,54,Downtown,3009.6,414140.67
1346,2218.8,4,38,Rural,5894.4,417635.21
1347,1728.8,6,65,Downtown,2734.8,401718.38
1348,1505.4,4,68,Suburb,2004.1,290761.38
1349,1430.8,2,51,Suburb,2725.4,306776.24
1350,1881.2,1,23,Suburb,3581.3,333653.52
1351,1836.7,5,63,Rural,5266.2,287636.0
1352,1679.9,3,21,Downtown,2821.7,446106.35
1353,963.9,3,62,Downtown,2500.2,260992.95
1354,1562.8,6,78,Suburb,4191.3,300948.68
1355,1411.9,1,52,Suburb,2029.7,247430.65
1356,1820.0,5,20,Downtown,5160.9,490550.93
1357,2459.1,2,9,Suburb,5496.4,413334.44
1358,2338.4,2,30,Suburb,6437.6,483485.44
1359,2157.2,6,58,Suburb,5654.4,433489.49
1360,1845.8,6,53,Rural,3833.7,375585.8
1361,1590.5,2,37,Suburb,4333.0,305821.55
1362,1977.0,1,15,Rural,3536.9,440435.88
1363,1501.2,1,63,Rural,2670.1,208567.33
1364,1580.3,5,59,Suburb,3596.2,352150.11
1365,1287.2,6,8,Suburb,2415.7,254337.48
1366,1748.0,4,62,Suburb,2759.6,338152.85
1367,1734.3,3,39,Downtown,4600.4,425211.91
1368,2857.7,2,1,Downtown,7607.8,584716.73
1369,2103.0,6,25,Suburb,,401769.55
1370,1558.7,6,54,Downtown,3853.7,396854.62
1371,2232.6,2,38,Suburb,6372.7,450066.9
1372,1503.2,4,18,Suburb,4001.0,365566.45
1373,2369.9,1,78,Rural,3468.6,349499.66
1374,2233.9,2,5,Suburb,3032.1,461431.25
1375,3469.9,6,61,Downtown,6944.1,692497.15
1376,1146.8,4,39,Suburb,3223.8,298144.74
1377,1736.4,2,70,Downtown,4934.0,347759.49
1378,1712.3,2,14,Downtown,2134.6,445344.02
1379,1952.4,6,67,Suburb,5505.1,385769.41
1380,2194.4,2,75,Downtown,5181.4,432450.16
1381,1210.8,5,4,Downtown,2887.1,409720.26
1382,1356.6,4,37,Rural,2207.6,234737.47
1383,1955.5,6,57,Downtown,4554.6,498921.87
1384,2343.4,4,22,Suburb,6777.8,470184.12
1385,1126.1,2,59,Rural,2531.4,149189.91
1386,876.3,3,44,Downtown,2492.2,220870.54
1387,2445.1,5,60,Suburb,5964.4,507714.23
1388,2269.6,4,58,Rural,3698.7,402200.18
1389,2411.3,5,20,Suburb,,496226.17
1390,1214.4,3,68,Suburb,2023.5,181348.29
1391,1663.2,5,29,Suburb,2890.0,396170.72
1392,1911.2,4,10,Downtown,4593.2,502408.56
1393,2035.5,6,51,Downtown,4238.2,491594.39
1394,1710.1,4,8,Downtown,4830.6,460412.43
1395,1750.4,6,21,Rural,2722.7,277420.96
1396,2366.7,6,71,Downtown,3396.7,509297.23
1397,1527.3,4,40,Suburb,2076.3,321471.6
1398,1461.8,6,54,Downtown,2408.6,379511.4
1399,1529.8,6,32,Rural,3804.3,302704.21
1400,1483.5,5,76,Suburb,2222.6,295292.84
1401,1855.5,5,6,Rural,4362.1,368186.17
1402,1658.4,6,51,Rural,4712.7,306304.45
1403,1525.5,6,5,Suburb,3550.1,337245.84
1404,2602.7,2,23,Rural,4091.4,475640.91
1405,1954.0,1,16,Rural,5027.7,329137.77
1406,1584.5,5,7,Downtown,4293.7,414834.33
1407,2510.2,2,36,Downtown,5394.6,572208.37
1408,1461.2,5,57,Suburb,2760.5,300503.62
1409,1778.7,1,73,Suburb,4075.2,295463.64
1410,1725.5,6,60,Downtown,2375.7,375617.12
1411,1447.9,1,61,Suburb,3456.8,233066.36
1412,1557.9,5,32,Suburb,2507.2,369114.47
1413,1828.0,4,24,Suburb,4289.3,400868.59
1414,952.8,1,6,Downtown,1676.1,269587.77
1415,1554.9,6,62,Rural,2905.1,291159.13
1416,1923.4,5,17,Suburb,5522.6,422757.25
1417,1938.4,4,64,Downtown,3516.5,440438.96
1418,1951.0,5,12,Suburb,5108.5,421270.95
1419,3127.0,6,74,Rural,4333.1,498617.12
1420,2162.3,2,57,Suburb,5286.2,446942.56
1421,1696.9,5,56,Suburb,2272.0,376852.82
1422,1709.6,2,40,Downtown,3610.6,381392.97
1423,1777.9,4,49,Suburb,4973.9,393426.86
1424,2029.4,5,43,Rural,,350026.31
1425,1608.9,3,53,Suburb,2744.1,343994.17
1426,2644.9,3,61,Downtown,7535.0,552530.03
1427,1145.4,2,5,Suburb,2260.3,280538.4
1428,2141.4,5,13,Suburb,5012.2,454076.1
1429,2067.5,6,47,Suburb,5138.6,436070.75
1430,1123.6,6,38,Rural,2813.9,256394.8
1431,2139.2,6,3,Suburb,6277.7,513690.03
1432,2097.5,4,48,Suburb,6117.3,426732.28
1433,1412.4,6,50,Suburb,1890.2,323642.91
1434,3104.4,5,4,Downtown,4014.9,688607.87
1435,2185.7,3,53,Suburb,5550.7,459780.34
1436,1590.3,2,40,Downtown,2487.3,370068.86
1437,1505.1,5,30,Suburb,3705.9,327586.65
1438,1353.2,2,50,Downtown,1902.9,303480.3
1439,1926.4,4,13,Suburb,3905.5,379361.38
1440,1813.8,4,50,Suburb,3595.0,338778.47
1441,971.4,5,41,Downtown,1928.6,245286.83
1442,1183.9,3,43,Downtown,2604.4,306090.14
1443,1369.9,4,12,Suburb,1961.6,311487.52
1444,1548.1,5,76,Suburb,3103.5,306360.83
1445,1571.5,1,30,Downtown,4688.3,322845.67
1446,1396.8,6,37,Suburb,1827.9,308291.61
1447,2144.1,2,56,Rural,5626.9,341559.21
1448,2319.7,1,3,Suburb,5158.0,484580.37
1449,1820.4,2,2,Suburb,2794.1,338098.23
1450,524.7,3,66,Suburb,,58487.83
1451,1688.3,2,74,Rural,3061.7,297211.34
1452,2097.8,2,79,Downtown,4335.0,430578.3
1453,1731.7,3,70,Suburb,2749.1,270766.87
1454,1933.1,3,57,Rural,5788.0,370401.71
1455,1836.1,1,29,Suburb,5286.0,388160.4
1456,926.0,2,31,Suburb,1951.8,224726.26
1457,400.0,4,65,Suburb,825.3,50000.0
1458,2131.8,2,25,Downtown,4066.9,478551.14
1459,1479.7,6,65,Suburb,3313.9,285588.89
1460,2013.8,6,37,Rural,,393701.0
1461,1603.7,4,56,Suburb,4113.4,271986.87
1462,1680.1,6,12,Downtown,2456.9,502121.84
1463,2557.9,2,33,Suburb,7268.8,465291.53
1464,1094.1,6,78,Suburb,1459.8,236451.68
1465,1771.1,6,28,Suburb,5103.0,418084.66
1466,1153.6,1,50,Downtown,1835.0,281782.28
1467,1817.6,6,16,Rural,3775.2,396247.05
1468,2048.2,5,41,Downtown,5549.4,470782.41
1469,2148.1,6,64,Suburb,,437190.74
1470,1862.5,6,73,Downtown,2584.7,425324.79
1471,990.2,1,53,Suburb,2400.3,108822.59
1472,1916.1,6,60,Suburb,4809.9,420838.35
1473,2285.5,5,77,Rural,4416.8,384459.89
1474,2343.7,3,18,Suburb,5592.1,457002.65
1475,2997.1,2,49,Downtown,,597763.97
1476,2097.4,4,27,Rural,2527.1,362251.85
1477,1196.4,5,0,Rural,2834.5,241336.89
1478,1480.6,5,26,Downtown,3437.5,342525.09
1479,1825.3,3,16,Downtown,3681.1,453199.25
1480,2373.4,5,53,Rural,3701.1,472508.69
1481,1126.0,2,3,Suburb,2038.9,255979.57
1482,2297.3,3,68,Downtown,4445.2,446144.87
1483,2148.0,6,23,Suburb,5732.9,504442.33
1484,1281.5,3,76,Rural,3247.0,189227.35
1485,2123.2,6,45,Downtown,4495.8,458942.54
1486,1341.7,3,69,Rural,2341.2,162599.68
1487,1774.6,4,44,Suburb,4914.6,362801.92
1488,1604.4,2,40,Suburb,2038.7,347114.9
1489,1911.7,3,48,Downtown,3536.7,416028.04
1490,1104.9,1,16,Rural,,178589.71
1491,2076.6,4,29,Rural,4302.3,387889.27
1492,540.3,5,63,Downtown,692.0,166641.41
1493,1545.5,4,73,Rural,3038.2,245053.87
1494,1454.9,4,75,Suburb,2122.2,279319.36
1495,2674.6,3,34,Downtown,3499.5,556435.11
1496,2082.6,4,60,Suburb,6221.2,424839.19
1497,1499.5,3,18,Rural,4049.7,262190.89
1498,1268.1,5,69,Suburb,2288.4,275856.3
1499,1796.5,2,33,Downtown,4262.0,417202.73
