customer_id,tenure_months,monthly_charges,total_charges,contract_type,tech_support,city,signup_date,region_code,satisfaction,notes,churned
CUS000874,9,$53.20,478.8,Two year, Yes ,City_73,2023-11-07,APAC,5.0,free text note number 874 about this particular customer,1
CUS000875,45,$126.99,5714.55,Month-to-month,No,City_41,2023-06-16,APAC,4.0,free text note number 875 about this particular customer,1
CUS000876,5,$71.85,359.25,Month-to-month,no,City_9,2022-12-20,APAC,3.0,free text note number 876 about this particular customer,1
CUS000877,40,$53.99,2159.6,Two year,No,City_43,2024-01-10,APAC,3.0,free text note number 877 about this particular customer,0
CUS000878,55,$89.95,4947.25,One year,no,City_71,2021-08-27,APAC,3.0,free text note number 878 about this particular customer,1
CUS000879,6,$115.03,690.18,Month-to-month,No,City_13,2024-01-03,APAC,4.0,free text note number 879 about this particular customer,1
CUS000880,57,$82.15,4682.55,Month-to-month,Yes,City_19,2021-01-12,APAC,5.0,free text note number 880 about this particular customer,1
CUS000881,43,$39.57,1701.51,Two year,Yes,City_9,2022-11-16,APAC,3.0,free text note number 881 about this particular customer,1
CUS000882,24,$79.28,1902.72,Two year,No,City_65,2023-07-27,APAC,,free text note number 882 about this particular customer,1
CUS000883,16,$104.39,1670.24,One year,No,City_59,2021-02-25,APAC,3.0,free text note number 883 about this particular customer,1
CUS000884,1,$57.67,57.67,Month-to-month, Yes ,City_32,2022-08-17,APAC,3.0,free text note number 884 about this particular customer,1
CUS000885,14,$50.66,709.24,One year,Yes,City_4,2022-03-21,APAC,3.0,free text note number 885 about this particular customer,1
CUS000886,21,$95.41,2003.61,Two year,no,City_74,2023-06-08,APAC,1.0,free text note number 886 about this particular customer,1
CUS000887,63,$73.50,4630.5,One year, Yes ,City_74,2020-05-05,APAC,2.0,free text note number 887 about this particular customer,0
CUS000888,37,$42.44,1570.28,One year,no,City_23,2022-02-21,APAC,3.0,free text note number 888 about this particular customer,0
CUS000889,15,$60.51,907.65,Two year,Yes,City_14,2022-04-29,APAC,3.0,free text note number 889 about this particular customer,1
CUS000890,53,$51.11,2708.83,One year,Yes,City_70,2021-09-10,APAC,3.0,free text note number 890 about this particular customer,0
CUS000891,33,$77.41,2554.53,Month-to-month,Yes,City_57,2021-04-03,APAC,5.0,free text note number 891 about this particular customer,1
CUS000892,60,$72.74,4364.4,Month-to-month,No,City_30,2023-01-10,APAC,3.0,free text note number 892 about this particular customer,0
CUS000893,54,$98.76,,One year,no,City_35,2022-03-15,APAC,5.0,free text note number 893 about this particular customer,0
CUS000894,67,$87.74,5878.58,Two year,Yes,City_53,2023-06-14,APAC,3.0,free text note number 894 about this particular customer,1
CUS000895,51,$30.91,1576.41,Two year,No,City_49,2023-01-30,APAC,3.0,free text note number 895 about this particular customer,0
CUS000896,8,$80.17,641.36,Month-to-month,Yes,City_12,2023-06-10,APAC,1.0,free text note number 896 about this particular customer,1
CUS000897,40,$92.42,3696.8,Month-to-month,No,City_60,2020-03-31,APAC,5.0,free text note number 897 about this particular customer,1
CUS000898,31,$81.40,,One year,Yes,City_18,2022-11-28,APAC,3.0,free text note number 898 about this particular customer,0
CUS000899,58,$95.75,5553.5,Two year,no,City_23,2023-08-07,APAC,4.0,free text note number 899 about this particular customer,1
CUS000900,11,$56.26,618.86,Month-to-month,No,City_67,2023-03-30,APAC,4.0,free text note number 900 about this particular customer,1
CUS000901,34,$46.23,1571.82,One year,Yes,City_66,2020-02-26,APAC,3.0,free text note number 901 about this particular customer,1
CUS000902,59,$93.25,5501.75,Month-to-month,No,City_56,2020-01-04,APAC,2.0,free text note number 902 about this particular customer,1
CUS000903,45,$43.36,1951.2,Two year,No,City_60,2022-01-04,APAC,5.0,free text note number 903 about this particular customer,0
CUS000904,3,$16.01,48.03,Month-to-month,No,City_16,2023-05-12,APAC,3.0,free text note number 904 about this particular customer,1
CUS000905,59,$95.63,,Month-to-month,No,City_46,2020-11-23,APAC,2.0,free text note number 905 about this particular customer,1
CUS000906,27,$51.90,1401.3,One year,Yes,City_6,2021-12-20,APAC,1.0,free text note number 906 about this particular customer,1
CUS000907,49,$62.35,3055.15,Month-to-month,No,City_45,2020-02-28,APAC,4.0,free text note number 907 about this particular customer,1
CUS000908,47,$35.05,1647.35,Month-to-month,no,City_60,2021-10-30,APAC,4.0,free text note number 908 about this particular customer,1
CUS000909,46,$36.86,1695.56,Month-to-month,no,City_30,2021-12-20,APAC,3.0,free text note number 909 about this particular customer,1
CUS000910,30,$41.09,1232.7,Month-to-month,no,City_49,2021-08-22,APAC,2.0,free text note number 910 about this particular customer,1
CUS000911,29,$60.98,1768.42,Month-to-month,No,City_77,2021-01-27,APAC,5.0,free text note number 911 about this particular customer,1
CUS000912,8,$79.25,634.0,Month-to-month,no,City_22,2022-10-24,APAC,4.0,free text note number 912 about this particular customer,1
CUS000913,40,$15.00,600.0,One year,Yes,City_31,2020-04-30,APAC,2.0,free text note number 913 about this particular customer,0
CUS000914,21,$88.80,1864.8,Month-to-month, Yes ,City_36,2023-03-21,APAC,5.0,free text note number 914 about this particular customer,1
CUS000915,29,$40.45,1173.05,One year,Yes,City_19,2023-05-21,APAC,1.0,free text note number 915 about this particular customer,0
CUS000916,12,$43.34,,Two year,no,City_41,2020-06-26,APAC,5.0,free text note number 916 about this particular customer,1
CUS000917,53,$86.95,4608.35,One year,no,City_44,2021-01-03,APAC,5.0,free text note number 917 about this particular customer,1
CUS000918,66,$68.13,4496.58,Month-to-month,No,City_33,2022-02-19,APAC,2.0,free text note number 918 about this particular customer,1
CUS000919,28,$31.59,884.52,Two year,no,City_73,2023-11-08,APAC,,free text note number 919 about this particular customer,0
CUS000920,31,$116.11,3599.41,Month-to-month, Yes ,City_71,2023-09-30,APAC,,free text note number 920 about this particular customer,1
CUS000921,34,$48.48,1648.32,Month-to-month,Yes,City_74,2022-07-01,APAC,2.0,free text note number 921 about this particular customer,1
CUS000922,6,$76.18,457.08,Month-to-month,No,City_44,2020-03-17,APAC,4.0,free text note number 922 about this particular customer,1
CUS000923,54,$75.00,4050.0,One year,Yes,City_46,2021-06-16,APAC,3.0,free text note number 923 about this particular customer,0
CUS000924,63,$105.28,6632.64,Month-to-month,No,City_7,2022-02-21,APAC,2.0,free text note number 924 about this particular customer,1
CUS000925,36,$58.61,2109.96,Month-to-month,Yes,City_31,2020-03-31,APAC,2.0,free text note number 925 about this particular customer,1
CUS000926,5,$95.20,476.0,One year,No,City_27,2021-10-03,APAC,2.0,free text note number 926 about this particular customer,1
CUS000927,25,$51.45,1286.25,Month-to-month,Yes,City_59,2023-07-07,APAC,4.0,free text note number 927 about this particular customer,1
CUS000928,12,$98.05,1176.6,Month-to-month,No,City_63,2020-03-01,APAC,4.0,free text note number 928 about this particular customer,1
CUS000929,59,$50.93,3004.87,N/A,no,City_44,2020-06-12,APAC,,free text note number 929 about this particular customer,1
CUS000930,57,$60.94,3473.58,Month-to-month,No,City_1,2023-02-25,APAC,3.0,free text note number 930 about this particular customer,1
CUS000931,28,$117.40,3287.2,Month-to-month, Yes ,City_65,2023-03-10,APAC,3.0,free text note number 931 about this particular customer,1
CUS000932,27,$77.92,2103.84,One year,No,City_41,2023-12-11,APAC,3.0,free text note number 932 about this particular customer,1
CUS000933,60,$72.74,4364.4,Month-to-month,Yes,City_66,2022-03-03,APAC,3.0,free text note number 933 about this particular customer,1
CUS000934,7,$126.05,882.35,Month-to-month, Yes ,City_25,2021-05-09,APAC,4.0,free text note number 934 about this particular customer,1
CUS000935,56,$79.03,4425.68,One year,Yes,City_56,2021-11-14,APAC,5.0,free text note number 935 about this particular customer,0
CUS000936,69,$49.60,3422.4,Two year,No,City_60,2021-06-05,APAC,4.0,free text note number 936 about this particular customer,0
CUS000937,32,$88.37,2827.84,One year, Yes ,City_77,2020-04-30,APAC,2.0,free text note number 937 about this particular customer,1
CUS000938,54,$40.46,2184.84,Month-to-month, Yes ,City_73,2023-09-10,APAC,3.0,free text note number 938 about this particular customer,0
CUS000939,51,$98.21,5008.71,Two year,No,City_51,2021-09-22,APAC,4.0,free text note number 939 about this particular customer,0
CUS000940,64,$100.15,6409.6,Month-to-month,Yes,City_6,2021-07-25,APAC,5.0,free text note number 940 about this particular customer,1
CUS000941,3,$55.68,167.04,Two year,No,City_77,2020-01-25,APAC,5.0,free text note number 941 about this particular customer,1
CUS000942,51,$54.30,2769.3,Month-to-month,Yes,City_21,2021-05-17,APAC,3.0,free text note number 942 about this particular customer,1
CUS000943,28,$74.41,2083.48,Month-to-month,No,City_52,2023-02-18,APAC,3.0,free text note number 943 about this particular customer,1
CUS000944,62,$70.35,4361.7,Two year,No,City_32,2020-01-26,APAC,1.0,free text note number 944 about this particular customer,1
CUS000945,62,$45.56,2824.72,One year,Yes,City_17,2022-11-26,APAC,4.0,free text note number 945 about this particular customer,0
CUS000946,21,$84.20,1768.2,Two year,Yes,City_72,2021-05-17,APAC,3.0,free text note number 946 about this particular customer,1
CUS000947,42,$18.95,795.9,Two year,no,City_50,2020-07-22,APAC,4.0,free text note number 947 about this particular customer,0
CUS000948,36,$59.18,2130.48,Month-to-month,Yes,City_27,2021-09-22,APAC,4.0,free text note number 948 about this particular customer,1
CUS000949,40,$59.90,2396.0,Month-to-month,No,City_61,2022-02-03,APAC,2.0,free text note number 949 about this particular customer,1
CUS000950,60,$63.17,3790.2,One year,No,City_77,2023-02-16,APAC,1.0,free text note number 950 about this particular customer,0
CUS000951,48,$77.68,3728.64,Month-to-month,No,City_33,2020-09-24,APAC,4.0,free text note number 951 about this particular customer,1
CUS000952,54,$39.30,2122.2,Month-to-month,No,City_27,2023-04-26,APAC,4.0,free text note number 952 about this particular customer,1
CUS000953,49,$84.71,4150.79,Two year,No,City_13,2022-12-04,APAC,,free text note number 953 about this particular customer,0
CUS000954,18,$65.50,1179.0,Month-to-month,no,City_27,2022-09-16,APAC,4.0,free text note number 954 about this particular customer,1
CUS000955,42,$53.74,2257.08,Month-to-month,No,City_28,2020-10-10,APAC,1.0,free text note number 955 about this particular customer,1
CUS000956,27,$35.83,,Month-to-month,no,City_73,2020-10-24,APAC,1.0,free text note number 956 about this particular customer,1
CUS000957,30,$40.42,1212.6,Month-to-month,No,City_62,2020-09-16,APAC,,free text note number 957 about this particular customer,1
CUS000958,8,$79.01,632.08,Month-to-month,no,City_33,2022-11-24,APAC,4.0,free text note number 958 about this particular customer,1
CUS000959,14,$45.90,642.6,Month-to-month,no,City_16,2021-03-02,APAC,2.0,free text note number 959 about this particular customer,1
CUS000960,25,$71.60,1790.0,Two year,no,City_54,2023-01-30,APAC,3.0,free text note number 960 about this particular customer,1
CUS000961,21,$96.55,,Month-to-month,No,City_0,2023-12-28,APAC,2.0,free text note number 961 about this particular customer,1
CUS000962,46,$95.82,4407.72,One year,No,City_49,2023-06-20,APAC,5.0,free text note number 962 about this particular customer,0
CUS000963,21,$109.01,2289.21,Month-to-month,Yes,City_70,2023-05-12,APAC,4.0,free text note number 963 about this particular customer,1
CUS000964,18,$62.59,1126.62,Month-to-month,no,City_35,2022-07-21,APAC,,free text note number 964 about this particular customer,1
CUS000965,31,$42.87,,N/A,No,City_77,2021-08-27,APAC,4.0,free text note number 965 about this particular customer,1
CUS000966,41,$95.51,3915.91,Month-to-month,no,City_57,2021-04-26,APAC,3.0,free text note number 966 about this particular customer,1
CUS000967,71,$77.74,5519.54,Two year,Yes,City_69,2023-04-06,APAC,,free text note number 967 about this particular customer,0
CUS000968,37,$98.10,3629.7,Month-to-month,Yes,City_29,2022-05-31,APAC,3.0,free text note number 968 about this particular customer,1
CUS000969,26,$70.28,1827.28,One year,No,City_64,2021-06-26,APAC,4.0,free text note number 969 about this particular customer,1
CUS000970,23,$99.89,,One year,no,City_32,2021-09-14,APAC,2.0,free text note number 970 about this particular customer,1
CUS000971,32,$91.16,2917.12,Month-to-month,Yes,City_58,2020-10-08,APAC,3.0,free text note number 971 about this particular customer,1
CUS000972,66,$87.91,5802.06,Month-to-month,Yes,City_30,2020-07-02,APAC,4.0,free text note number 972 about this particular customer,1
CUS000973,27,$82.59,2229.93,Month-to-month,No,City_44,2023-09-07,APAC,3.0,free text note number 973 about this particular customer,1
CUS000974,18,$79.94,1438.92,Month-to-month,No,City_2,2024-01-29,APAC,5.0,free text note number 974 about this particular customer,1
CUS000975,42,$75.83,3184.86,Month-to-month,Yes,City_52,2020-02-24,APAC,4.0,free text note number 975 about this particular customer,1
CUS000976,55,$75.65,4160.75,Month-to-month,Yes,City_72,2020-07-20,APAC,,free text note number 976 about this particular customer,0
CUS000977,68,$94.75,6443.0,Month-to-month,Yes,City_59,2023-04-04,APAC,4.0,free text note number 977 about this particular customer,0
CUS000978,20,$57.20,1144.0,Month-to-month,Yes,City_22,2021-09-09,APAC,4.0,free text note number 978 about this particular customer,1
CUS000979,64,$113.39,7256.96,Month-to-month,Yes,City_26,2023-12-10,APAC,4.0,free text note number 979 about this particular customer,1
CUS000980,61,$67.34,4107.74,Month-to-month,Yes,City_77,2023-09-18,APAC,2.0,free text note number 980 about this particular customer,1
CUS000981,27,$94.63,2555.01,Month-to-month,No,City_16,2020-05-06,APAC,3.0,free text note number 981 about this particular customer,1
CUS000982,24,$67.74,1625.76,One year,no,City_53,2022-01-28,APAC,5.0,free text note number 982 about this particular customer,1
CUS000983,19,$63.83,,Month-to-month,No,City_55,2023-07-12,APAC,4.0,free text note number 983 about this particular customer,1
CUS000984,23,$120.81,2778.63,Two year,No,City_51,2020-04-12,APAC,5.0,free text note number 984 about this particular customer,1
CUS000985,63,$62.27,3923.01,Month-to-month,No,City_48,2023-03-16,APAC,3.0,free text note number 985 about this particular customer,1
CUS000986,23,$38.07,,Two year,Yes,City_78,2021-02-23,APAC,2.0,free text note number 986 about this particular customer,1
CUS000987,36,$52.15,1877.4,N/A,Yes,City_79,2020-03-04,APAC,5.0,free text note number 987 about this particular customer,1
CUS000988,67,$62.07,4158.69,Month-to-month,Yes,City_31,2022-09-08,APAC,3.0,free text note number 988 about this particular customer,1
CUS000989,49,$123.88,6070.12,Month-to-month, Yes ,City_33,2021-10-28,APAC,5.0,free text note number 989 about this particular customer,1
CUS000990,10,$75.17,751.7,Two year,no,City_18,2020-10-27,APAC,1.0,free text note number 990 about this particular customer,1
CUS000991,6,$93.37,560.22,Month-to-month,No,City_33,2021-01-25,APAC,3.0,free text note number 991 about this particular customer,1
CUS000992,16,$44.96,719.36,Two year,No,City_73,2023-01-19,APAC,4.0,free text note number 992 about this particular customer,1
CUS000993,62,$78.82,4886.84,One year,no,City_9,2021-07-30,APAC,,free text note number 993 about this particular customer,0
CUS000994,17,$86.79,1475.43,Month-to-month,no,City_9,2023-07-10,APAC,2.0,free text note number 994 about this particular customer,1
CUS000995,23,$115.04,2645.92,N/A,Yes,City_1,2021-07-26,APAC,,free text note number 995 about this particular customer,1
CUS000996,39,$52.59,2051.01,Month-to-month,no,City_25,2020-04-05,APAC,4.0,free text note number 996 about this particular customer,1
CUS000997,36,$85.09,3063.24,N/A,No,City_11,2021-08-14,APAC,2.0,free text note number 997 about this particular customer,1
CUS000998,6,$77.56,465.36,N/A,Yes,City_54,2020-08-30,APAC,1.0,free text note number 998 about this particular customer,1
CUS000999,15,$44.46,666.9,Month-to-month,Yes,City_47,2020-01-15,APAC,,free text note number 999 about this particular customer,1
CUS001000,71,$69.51,4935.21,Two year,Yes,City_71,2023-09-23,APAC,4.0,free text note number 1000 about this particular customer,0
CUS001001,30,$63.41,1902.3,Month-to-month,No,City_77,2021-02-10,APAC,4.0,free text note number 1001 about this particular customer,1
CUS001002,20,$15.00,300.0,Month-to-month, Yes ,City_22,2024-01-21,APAC,3.0,free text note number 1002 about this particular customer,1
CUS001003,59,$84.97,5013.23,One year,no,City_9,2021-03-11,APAC,1.0,free text note number 1003 about this particular customer,1
CUS001004,34,$83.51,2839.34,Month-to-month,Yes,City_74,2024-01-04,APAC,3.0,free text note number 1004 about this particular customer,1
CUS001005,59,$59.03,3482.77,One year,Yes,City_12,2022-09-01,APAC,4.0,free text note number 1005 about this particular customer,0
CUS001006,12,$36.54,438.48,Month-to-month,Yes,City_6,2020-07-14,APAC,3.0,free text note number 1006 about this particular customer,1
CUS001007,34,$107.00,3638.0,Month-to-month,Yes,City_54,2022-11-09,APAC,,free text note number 1007 about this particular customer,1
CUS001008,58,$76.65,4445.7,Month-to-month,Yes,City_60,2020-01-03,APAC,5.0,free text note number 1008 about this particular customer,1
CUS001009,55,$95.42,5248.1,Month-to-month,no,City_24,2023-01-30,APAC,1.0,free text note number 1009 about this particular customer,1
CUS001010,49,$105.26,5157.74,Two year,No,City_41,2021-10-24,APAC,3.0,free text note number 1010 about this particular customer,1
CUS001011,33,$56.98,1880.34,One year,No,City_3,2022-08-13,APAC,,free text note number 1011 about this particular customer,0
CUS001012,59,$90.30,5327.7,Month-to-month,No,City_24,2020-04-28,APAC,4.0,free text note number 1012 about this particular customer,1
CUS001013,27,$63.97,1727.19,One year, Yes ,City_71,2023-09-03,APAC,5.0,free text note number 1013 about this particular customer,1
CUS001014,47,$68.44,3216.68,Two year,No,City_62,2020-08-23,APAC,2.0,free text note number 1014 about this particular customer,1
CUS001015,39,$67.86,2646.54,Month-to-month,Yes,City_11,2022-04-14,APAC,5.0,free text note number 1015 about this particular customer,1
CUS001016,22,$69.97,1539.34,Two year,no,City_74,2020-03-25,APAC,4.0,free text note number 1016 about this particular customer,1
CUS001017,15,$97.85,1467.75,Month-to-month,Yes,City_34,2021-04-15,APAC,3.0,free text note number 1017 about this particular customer,1
CUS001018,38,$73.10,,One year,No,City_24,2023-11-21,APAC,4.0,free text note number 1018 about this particular customer,1
CUS001019,23,$66.16,1521.68,Month-to-month,Yes,City_60,2020-03-01,APAC,2.0,free text note number 1019 about this particular customer,1
CUS001020,37,$63.09,2334.33,Month-to-month,No,City_25,2020-02-26,APAC,5.0,free text note number 1020 about this particular customer,1
CUS001021,51,$78.53,4005.03,Month-to-month,No,City_62,2022-12-26,APAC,1.0,free text note number 1021 about this particular customer,1
CUS001022,57,$47.63,2714.91,One year,No,City_1,2021-08-17,APAC,3.0,free text note number 1022 about this particular customer,0
CUS001023,55,$57.43,3158.65,Month-to-month,Yes,City_76,2022-04-23,APAC,4.0,free text note number 1023 about this particular customer,1
CUS001024,37,$68.69,2541.53,One year, Yes ,City_62,2022-10-11,APAC,3.0,free text note number 1024 about this particular customer,1
CUS001025,5,$55.85,279.25,Two year,Yes,City_47,2020-09-02,APAC,5.0,free text note number 1025 about this particular customer,1
CUS001026,13,$67.04,871.52,N/A,Yes,City_78,2022-07-10,APAC,5.0,free text note number 1026 about this particular customer,1
CUS001027,53,$54.73,2900.69,Month-to-month,No,City_11,2022-02-06,APAC,4.0,free text note number 1027 about this particular customer,1
CUS001028,43,$120.10,5164.3,One year,Yes,City_5,2021-06-20,APAC,3.0,free text note number 1028 about this particular customer,1
CUS001029,59,$103.23,6090.57,Month-to-month,Yes,City_6,2023-11-17,APAC,3.0,free text note number 1029 about this particular customer,1
CUS001030,35,$81.25,2843.75,Month-to-month,No,City_41,2020-05-13,APAC,3.0,free text note number 1030 about this particular customer,1
CUS001031,32,$68.66,2197.12,Month-to-month,No,City_51,2022-06-27,APAC,3.0,free text note number 1031 about this particular customer,1
CUS001032,18,$124.77,2245.86,One year,No,City_30,2020-04-20,APAC,1.0,free text note number 1032 about this particular customer,1
CUS001033,5,$78.07,,Two year,No,City_42,2021-04-08,APAC,3.0,free text note number 1033 about this particular customer,1
CUS001034,11,$67.83,746.13,Two year,No,City_68,2021-08-16,APAC,4.0,free text note number 1034 about this particular customer,1
CUS001035,49,$77.58,3801.42,Two year,no,City_19,2023-04-25,APAC,4.0,free text note number 1035 about this particular customer,0
CUS001036,42,$77.65,3261.3,Month-to-month,Yes,City_12,2023-01-03,APAC,3.0,free text note number 1036 about this particular customer,1
CUS001037,18,$105.26,1894.68,Two year,Yes,City_13,2021-08-15,APAC,3.0,free text note number 1037 about this particular customer,1
CUS001038,26,$69.53,1807.78,One year,No,City_65,2023-06-17,APAC,2.0,free text note number 1038 about this particular customer,1
CUS001039,46,$122.48,5634.08,Month-to-month,No,City_28,2020-01-23,APAC,1.0,free text note number 1039 about this particular customer,1
CUS001040,28,$47.95,1342.6,Two year,no,City_74,2022-11-21,APAC,2.0,free text note number 1040 about this particular customer,0
CUS001041,27,$87.35,2358.45,Month-to-month,Yes,City_23,2020-04-29,APAC,4.0,free text note number 1041 about this particular customer,1
CUS001042,20,$44.95,899.0,One year,No,City_48,2021-05-06,APAC,,free text note number 1042 about this particular customer,1
CUS001043,46,$115.43,5309.78,One year,No,City_28,2023-12-13,APAC,4.0,free text note number 1043 about this particular customer,1
CUS001044,64,$61.74,3951.36,Two year,Yes,City_33,2020-08-03,APAC,3.0,free text note number 1044 about this particular customer,0
CUS001045,19,$68.55,1302.45,One year,no,City_28,2020-05-20,APAC,4.0,free text note number 1045 about this particular customer,1
CUS001046,21,$93.11,1955.31,Two year,Yes,City_17,2020-05-16,APAC,2.0,free text note number 1046 about this particular customer,1
CUS001047,34,$101.38,3446.92,Month-to-month,no,City_60,2023-03-21,APAC,1.0,free text note number 1047 about this particular customer,1
CUS001048,14,$42.20,590.8,Month-to-month,no,City_33,2021-11-26,APAC,1.0,free text note number 1048 about this particular customer,1
CUS001049,38,$61.35,2331.3,Month-to-month, Yes ,City_36,2020-02-16,APAC,4.0,free text note number 1049 about this particular customer,1
CUS001050,63,$35.13,2213.19,One year,Yes,City_42,2021-08-29,APAC,4.0,free text note number 1050 about this particular customer,0
CUS001051,45,$73.43,3304.35,Month-to-month,Yes,City_67,2021-09-27,APAC,2.0,free text note number 1051 about this particular customer,1
CUS001052,12,$67.47,809.64,Month-to-month,Yes,City_35,2020-06-03,APAC,,free text note number 1052 about this particular customer,1
CUS001053,15,$61.28,919.2,N/A,No,City_40,2021-02-27,APAC,2.0,free text note number 1053 about this particular customer,1
CUS001054,6,$52.89,317.34,One year, Yes ,City_43,2021-10-08,APAC,4.0,free text note number 1054 about this particular customer,1
CUS001055,69,$60.35,,Month-to-month,No,City_23,2021-05-31,APAC,4.0,free text note number 1055 about this particular customer,1
CUS001056,25,$51.34,1283.5,One year,Yes,City_2,2022-04-11,APAC,1.0,free text note number 1056 about this particular customer,1
CUS001057,21,$83.22,1747.62,Month-to-month,Yes,City_73,2020-05-16,APAC,3.0,free text note number 1057 about this particular customer,1
CUS001058,61,$107.90,6581.9,Two year,no,City_7,2021-09-19,APAC,4.0,free text note number 1058 about this particular customer,0
CUS001059,22,$21.73,478.06,One year,No,City_52,2021-08-25,APAC,4.0,free text note number 1059 about this particular customer,0
CUS001060,17,$67.10,1140.7,Month-to-month,Yes,City_66,2023-07-16,APAC,4.0,free text note number 1060 about this particular customer,1
CUS001061,19,$59.55,1131.45,Month-to-month,No,City_67,2023-02-12,APAC,4.0,free text note number 1061 about this particular customer,1
CUS001062,29,$82.31,2386.99,Month-to-month,Yes,City_29,2022-10-19,APAC,1.0,free text note number 1062 about this particular customer,1
CUS001063,5,$46.21,231.05,Month-to-month,Yes,City_18,2022-02-26,APAC,1.0,free text note number 1063 about this particular customer,1
CUS001064,46,$66.34,3051.64,Month-to-month,Yes,City_3,2023-04-17,APAC,5.0,free text note number 1064 about this particular customer,1
CUS001065,31,$44.01,1364.31,Month-to-month, Yes ,City_77,2020-07-17,APAC,2.0,free text note number 1065 about this particular customer,1
CUS001066,69,$87.42,6031.98,Month-to-month,No,City_73,2023-01-02,APAC,3.0,free text note number 1066 about this particular customer,1
CUS001067,55,$72.48,3986.4,Month-to-month,No,City_50,2023-04-23,APAC,5.0,free text note number 1067 about this particular customer,1
CUS001068,28,$65.96,1846.88,Month-to-month,Yes,City_15,2023-02-09,APAC,1.0,free text note number 1068 about this particular customer,1
CUS001069,51,$79.25,4041.75,Two year,No,City_29,2023-07-30,APAC,5.0,free text note number 1069 about this particular customer,0
CUS001070,58,$63.84,3702.72,One year,No,City_75,2023-05-12,APAC,4.0,free text note number 1070 about this particular customer,0
CUS001071,14,$31.15,436.1,Month-to-month,no,City_20,2021-11-15,APAC,3.0,free text note number 1071 about this particular customer,1
CUS001072,12,$84.89,1018.68,Month-to-month, Yes ,City_71,2023-09-13,APAC,2.0,free text note number 1072 about this particular customer,1
CUS001073,10,$77.21,772.1,Month-to-month,Yes,City_7,2021-06-22,APAC,4.0,free text note number 1073 about this particular customer,1
CUS001074,4,$66.15,264.6,Month-to-month,Yes,City_35,2020-12-26,APAC,5.0,free text note number 1074 about this particular customer,1
CUS001075,23,$94.62,2176.26,Month-to-month,No,City_2,2020-01-27,APAC,2.0,free text note number 1075 about this particular customer,1
CUS001076,57,$100.46,5726.22,Month-to-month,No,City_29,2020-03-01,APAC,2.0,free text note number 1076 about this particular customer,1
CUS001077,55,$42.69,2347.95,Month-to-month,no,City_15,2020-04-15,APAC,3.0,free text note number 1077 about this particular customer,1
CUS001078,27,$50.47,1362.69,One year,No,City_78,2020-05-22,APAC,5.0,free text note number 1078 about this particular customer,1
CUS001079,35,$108.68,3803.8,Month-to-month,No,City_24,2021-07-16,APAC,3.0,free text note number 1079 about this particular customer,1
CUS001080,55,$105.47,,One year,No,City_22,2021-04-13,APAC,3.0,free text note number 1080 about this particular customer,1
CUS001081,66,$51.54,3401.64,Month-to-month,No,City_42,2020-06-18,APAC,,free text note number 1081 about this particular customer,0
CUS001082,20,$40.48,809.6,Month-to-month,No,City_27,2022-06-13,APAC,4.0,free text note number 1082 about this particular customer,1
CUS001083,47,$54.06,,Month-to-month,Yes,City_31,2023-12-25,APAC,5.0,free text note number 1083 about this particular customer,1
CUS001084,43,$57.55,2474.65,Month-to-month,no,City_30,2020-02-18,APAC,4.0,free text note number 1084 about this particular customer,1
CUS001085,45,$30.40,1368.0,Month-to-month,Yes,City_3,2022-08-24,APAC,4.0,free text note number 1085 about this particular customer,1
CUS001086,57,$70.78,4034.46,Month-to-month,no,City_29,2023-05-03,APAC,3.0,free text note number 1086 about this particular customer,1
CUS001087,55,$38.00,2090.0,Two year,Yes,City_11,2021-04-14,APAC,4.0,free text note number 1087 about this particular customer,0
CUS001088,29,$39.74,1152.46,Month-to-month,Yes,City_4,2021-08-22,APAC,5.0,free text note number 1088 about this particular customer,1
CUS001089,54,$92.90,5016.6,Month-to-month,No,City_1,2022-05-27,APAC,2.0,free text note number 1089 about this particular customer,1
CUS001090,4,$52.92,211.68,N/A, Yes ,City_45,2021-03-15,APAC,3.0,free text note number 1090 about this particular customer,1
CUS001091,25,$68.21,1705.25,One year,No,City_3,2020-09-09,APAC,2.0,free text note number 1091 about this particular customer,1
CUS001092,16,$85.73,1371.68,Two year,No,City_26,2023-05-01,APAC,5.0,free text note number 1092 about this particular customer,1
CUS001093,19,$90.33,1716.27,One year,No,City_23,2023-10-07,APAC,3.0,free text note number 1093 about this particular customer,1
CUS001094,65,$61.57,4002.05,Month-to-month,Yes,City_32,2023-05-13,APAC,3.0,free text note number 1094 about this particular customer,1
CUS001095,32,$71.10,2275.2,One year,Yes,City_51,2022-01-21,APAC,4.0,free text note number 1095 about this particular customer,0
CUS001096,6,$49.36,296.16,Two year, Yes ,City_37,2023-07-17,APAC,,free text note number 1096 about this particular customer,1
CUS001097,35,$113.68,,Month-to-month, Yes ,City_12,2022-11-15,APAC,1.0,free text note number 1097 about this particular customer,1
CUS001098,5,$86.25,431.25,One year,Yes,City_78,2022-10-12,APAC,2.0,free text note number 1098 about this particular customer,1
CUS001099,11,$42.42,466.62,One year, Yes ,City_70,2020-09-30,APAC,5.0,free text note number 1099 about this particular customer,1
CUS001100,28,$70.10,1962.8,Month-to-month,Yes,City_36,2020-04-03,APAC,3.0,free text note number 1100 about this particular customer,1
